Gene,Mean_Sepsis,Mean_Control,Direction,W,p_value,effect_size,adjusted_p
ITGAM.1,9.804002354625,8.68873582352381,Up_in_Sepsis,7577,1.624516760035634e-25,0.8792162698412699,3.980066062087304e-25
S100A8,12.89293997515625,11.023201323809523,Up_in_Sepsis,8023,9.98991264548724e-24,0.9898313492063492,2.3309796172803563e-23
FCGR1A,9.202320795692708,6.855902842452381,Up_in_Sepsis,7448,6.300028454854735e-23,0.8472222222222222,1.403188155854009e-22
C3AR1,8.649459225494791,7.037211464333334,Up_in_Sepsis,7305,1.83819179408804e-20,0.8117559523809523,3.916147735231042e-20
IL10,2.5656451269895832,2.075895097904762,Up_in_Sepsis,7259,9.685219438487943e-20,0.8003472222222222,1.9665992762957667e-19
FCGR1A.1,4.975587303432292,2.8877333244285714,Up_in_Sepsis,7258,1.0033669777019218e-19,0.8000992063492063,1.9665992762957667e-19
FCGR1A.3,2.842803371697917,2.2905866832619046,Up_in_Sepsis,7123,9.004350731677378e-18,0.7666170634920635,1.696973791739198e-17
HMGB1.6,3.022255305890625,3.841144403309524,Down_in_Sepsis,1118,1.6193691667511242e-15,-0.722718253968254,2.9388551544742623e-15
FCGR1A.2,2.856330844973958,2.3336854352380954,Up_in_Sepsis,6894,6.551690474957766e-15,0.7098214285714286,1.146545833117609e-14
SOCS3,2.780091849328125,2.326080024595238,Up_in_Sepsis,6818,4.609463266416566e-14,0.6909722222222222,7.788403450152128e-14
MYD88.1,8.96918695803125,8.553000379833334,Up_in_Sepsis,6582,1.0700666864901161e-11,0.6324404761904762,1.747775587933856e-11
MYD88.3,4.799825845203125,4.2513832233095235,Up_in_Sepsis,6281,3.6551039361407646e-9,0.5577876984126984,5.777422350674112e-9
MYD88,4.157051229786458,3.6322448302619046,Up_in_Sepsis,6042,1.809071964665687e-7,0.49851190476190477,2.7701414458943335e-7
HIF1A.6,6.831832001453125,6.261506462642857,Up_in_Sepsis,5831,3.5797219482414194e-6,0.4461805555555555,5.315344711025138e-6
HIF1A,9.201899686036459,8.774972812095237,Up_in_Sepsis,5803,5.163687109403631e-6,0.4392361111111111,7.418935281790416e-6
HIF1A.7,6.6912716209635414,6.14273205097619,Up_in_Sepsis,5801,5.299239486993155e-6,0.43874007936507936,7.418935281790416e-6
HIF1A.4,5.626500123083333,5.014270684595238,Up_in_Sepsis,5751,1.0018088592585348e-5,0.4263392857142857,1.3635731695463391e-5
MYD88.2,4.096867986104167,3.563624709595238,Up_in_Sepsis,5707,1.724601451944477e-5,0.4154265873015873,2.2839316525751182e-5
HIF1A.5,6.698738280338541,6.113837014547619,Up_in_Sepsis,5703,1.810474261028686e-5,0.4144345238095238,2.33455891553699e-5
HIF1A.2,6.344892244453125,5.825811928642858,Up_in_Sepsis,5593,6.550698243120725e-5,0.3871527777777778,8.230364459305526e-5
HIF1A.3,5.654186188708334,5.099271985238095,Up_in_Sepsis,5453,2.9387653157679624e-4,0.3524305555555555,3.5999875118157543e-4
HIF1A.1,5.144940179895833,4.685262185738095,Up_in_Sepsis,5381,6.008496661934976e-4,0.3345734126984127,7.180886254507654e-4
HMGB1.2,7.746333972630208,7.505025498238095,Up_in_Sepsis,5245,0.0020973517189919024,0.30084325396825395,0.002446910338823886
BCL2.2,2.6040764550104165,2.4909856708809524,Up_in_Sepsis,5081,0.008005410278723752,0.2601686507936508,0.00912244427110381
BCL2.3,2.50291486378125,2.354324042190476,Up_in_Sepsis,4972,0.01769430184245819,0.23313492063492064,0.019705017960919346
HMGB1.5,7.583503864921875,7.4366467603809525,Up_in_Sepsis,4855,0.03816254584304559,0.2041170634920635,0.0415547721402052
