"Sample","OLFM4","NLRP3","CCR7","CRP","MAPK14","CX3CR1","ELANE","GATA3","HIF1A","HLA.DRA","HMGB1","ICAM1","IFNA2","IFNB1","IFNG","IL1B","IL6","CXCL8","IL10","CXCL10","ITGAM","ARG1","LBP","LCN2","MMP8","MMP9","MYD88","NOTCH1","P2RX7","PDCD1","PLAUR","TREM1","CD177","PTX3","BCL2","S100A8","S100A9","S100A12","CCL2","CCL19","CCL25","TLR2","TLR4","TNF","C3AR1","C5AR1","CCR2","VCAM1","IL1R2","CALCA","TNFSF10","SOCS3","CD14","Label"
"GSM1691806",6.475105206,7.968830319,10.98107298,3.869486198,10.00733759,7.51904808,5.629459618,7.443535379,10.04505461,11.42759123,7.024321496,7.030310096,2.667579715,2.353767491,3.767754086,8.145363926,3.600109455,5.187747549,4.019511168,4.182369721,9.117050569,4.689720144,3.052903743,6.971686508,8.126893895,8.857670562,10.77350443,9.075757308,6.207011514,4.366105842,9.839847436,9.950774352,6.101337031,4.332782658,8.802737201,10.79884794,10.2942519,11.61254692,4.961691328,4.772705027,3.650976175,9.598993802,9.742269356,7.099736446,7.892537283,10.1000601,9.066827763,3.395938554,8.487397445,3.68680364,11.09900932,6.479982739,10.32595528,"Healthy"
"GSM1691807",9.580995895,8.204129597,10.24029798,3.759976655,10.04420544,7.207863347,8.520395983,5.948033801,9.970264825,11.05784412,6.63425035,7.414081677,3.161220066,2.475382681,3.523518616,8.578804505,3.301884557,5.407448715,3.482017358,5.512162084,9.639623642,6.30144573,3.341849778,9.420305808,9.88933464,8.701511711,10.8423811,9.756651663,7.098396496,4.431272783,9.792931389,10.17398156,7.572204566,4.244964484,7.709129166,10.78601634,10.5873466,10.89081534,4.047976404,4.896699568,3.56733655,9.493286435,10.16963081,6.685226672,7.499410026,10.04512581,8.877603886,3.492158599,9.106263976,4.240777812,11.18792407,7.038702754,10.19100176,"Healthy"
"GSM1691808",6.448082774,7.225336557,10.68060867,3.765077224,10.0186443,6.708509615,5.4428848,6.502983326,10.21800606,10.60295204,6.861022501,6.89158428,2.702557138,2.438873066,3.337064577,8.100654869,3.80934978,4.189503471,3.944105922,3.937103898,8.687984331,6.212936402,3.316353959,6.636011796,7.543129524,8.295155075,10.64040198,9.416117668,5.910969351,4.704441073,9.741499009,10.23358457,6.136232677,3.862867874,7.804924267,9.797000957,10.02171118,10.5323443,3.470342008,5.276462285,3.804060812,9.723578782,10.15204952,6.414831368,7.916266671,9.998836922,8.084341479,3.492081204,9.120608722,4.060888466,11.09790829,6.442734208,9.474983684,"Healthy"
"GSM1691809",6.312570637,8.05407922,10.71323942,3.563664841,9.798217347,7.681723512,5.455964288,7.062017599,10.05342338,11.34341779,6.827659822,7.686171806,3.074992548,2.261141138,4.107643294,8.705842227,3.38976199,4.504860021,3.466904036,4.374491856,9.317707315,5.012684796,3.188403973,7.434399801,7.316520091,9.164234493,10.90900983,9.947821713,7.453536953,4.663265048,9.757748776,9.548910918,4.738007359,4.319773924,8.316278882,10.07480775,10.09566099,10.4962823,4.241804102,5.06234126,3.292236882,9.213993818,10.2529723,6.869913492,7.983381184,10.12572715,8.518258943,3.675992689,8.704208544,3.571506896,11.1816025,6.562433816,10.27198486,"Healthy"
"GSM1691810",4.018716462,7.898862702,10.67592173,3.501276831,9.965111134,7.276164528,5.025754449,6.997102707,9.980747177,11.19773444,6.510398558,7.725966676,2.440453301,2.328783319,4.33049409,8.42866161,3.717075778,5.367806958,3.75884876,4.684682545,9.330856206,5.277482276,3.160971217,6.023345958,5.128186178,8.985503413,10.71271225,9.678206541,7.666667051,4.749904288,9.769739365,10.10826393,4.607010629,4.216013775,8.339842462,10.21355352,9.882733111,10.42316299,4.875110327,4.744908542,3.407740019,9.732671988,10.02480756,7.175024503,7.625999714,10.03843666,8.594508542,3.392505516,8.553846889,4.102797845,11.14295319,6.029896304,9.996001757,"Healthy"
"GSM1691811",5.79818216,8.144422849,9.761641222,3.376315457,10.13352891,7.810763095,5.292494349,6.880196159,10.32815769,11.41515137,7.022702729,7.768466688,2.419867491,1.989474056,3.4087236,8.225088889,3.390845128,5.989391824,3.909827854,5.163087161,9.493448558,5.229650293,2.820814553,5.799475582,6.211262644,7.993189638,10.60560931,9.480788734,7.549416674,4.195936048,9.634547788,9.794974196,4.293930129,4.428567658,8.357402999,9.527567312,9.799637427,10.3957913,4.803992953,4.650532267,3.209260464,9.552239681,9.692705739,6.573666775,8.479673695,9.300220637,9.094376628,3.359340535,8.563148327,3.326502608,11.2223008,6.029128814,9.758851909,"Healthy"
"GSM1691812",5.269271326,7.431648313,11.56072991,3.737768847,9.775482631,6.896336437,4.800811413,6.789751314,9.838936704,11.12695756,7.155639176,6.837566863,2.388227356,2.614632361,3.854614767,7.572520787,3.325110268,4.196684541,3.855876802,4.735885591,8.84386896,5.291039742,3.605592819,4.77212853,6.205888089,8.412498439,10.61832447,9.48163631,6.958153704,4.445113734,9.649780397,9.44705493,5.096638201,4.240093226,8.856927336,9.430943374,9.653098703,10.15035914,4.358871614,4.785354572,3.670616044,9.453634787,9.336289688,6.752033261,6.78382204,9.696882702,8.179946619,3.535094542,8.220395726,3.289105048,10.98627705,6.327655313,9.19401441,"Healthy"
"GSM1691813",5.190422526,7.57506086,10.84439008,3.627362583,9.551081103,7.163073464,4.634596148,6.537391052,9.845457287,11.6830091,7.273546593,6.732902635,3.049774364,2.13610464,3.949078257,7.244127847,4.036762147,4.961785281,3.149976691,4.101115598,8.66823766,4.674202614,3.08410033,5.566172468,6.43326652,6.974844812,10.30944002,8.997853833,7.300343188,4.747703429,9.131395284,9.601202989,5.143948323,3.996284458,8.283171733,10.26651686,9.914654501,10.47867274,3.402209993,4.79715858,3.38800978,9.009773969,8.941733171,6.465004081,7.746726844,8.906789561,8.402693575,3.281619504,7.640082788,3.227369672,10.70704571,6.180991697,9.562982121,"Healthy"
"GSM1691814",3.758453033,7.539710653,11.37192766,3.336639457,9.723150885,7.697125063,5.513983003,7.028916285,10.1103082,11.31211976,7.016477364,7.461284605,3.228441506,2.367946952,3.819808069,7.726149928,3.186377732,4.959475868,4.155341854,5.060414249,8.784114151,5.162516761,2.983626214,6.391752844,5.835699505,8.211542433,10.48992232,9.369129993,7.361005517,4.424203159,9.134169922,9.339418577,4.146381969,4.479250118,8.933591084,9.979027227,9.877805087,10.57177526,3.46657316,4.919624738,3.462228825,9.523959606,9.400751524,6.685928753,8.275760068,9.498089107,8.310238648,3.488392607,8.225413877,3.530570983,11.06927685,5.92506172,9.412475061,"Healthy"
"GSM1691815",6.797636946,7.541730758,10.40895699,3.468121583,10.07230338,7.58528966,7.209259501,6.664792997,9.915675415,11.2735783,6.540157774,7.651667283,2.832656664,2.3754022,3.95754773,8.174894891,3.226244401,5.075864621,3.765145346,5.106900418,9.032183447,4.85462086,3.015405168,7.55648541,8.327979909,8.731472834,10.69296059,9.217887655,7.610318422,5.145367394,9.745144013,9.319993986,5.941310927,4.117221203,8.216969171,10.44499387,9.966881114,10.48539247,4.902446908,4.497559484,3.073567858,9.764136454,9.657535346,7.245407215,8.360353371,9.724590931,8.95297346,3.235822068,8.263817769,4.473795762,11.21819725,6.617781777,9.455083372,"Healthy"
"GSM1691816",4.32402524,7.633891289,11.07671908,3.38647112,10.04267524,7.068946901,5.154936246,6.609038617,10.30537534,11.17703962,6.932133921,7.80860574,2.674514486,2.365481505,3.813212541,8.324479688,3.116339297,5.94432148,3.465751691,5.184137804,9.197971508,5.337851183,3.204517027,7.11310692,6.674111191,9.35847554,10.47137872,9.258261796,7.151808101,4.713989293,9.622562462,9.870627713,5.248914606,4.220304335,8.58833428,10.33623553,10.27798979,10.9534957,4.431494798,5.233549386,3.358489214,9.071331409,10.08129718,6.513493882,7.626932278,9.914156031,8.236385156,3.173648378,8.750017889,3.851958499,11.02603992,6.009957832,9.891643965,"Healthy"
