"Gene","Mean_Sepsis","Mean_Control","Direction","W","p_value","effect_size","adjusted_p"
"VCAM1",4.90339801628715,4.52396067587794,"Up_in_Sepsis",138,0.25204781835501,0.248868778280543,0.556605598867313
"CRP",3.49562655753079,3.52207973491548,"Down_in_Sepsis",102,0.281803628576277,-0.0769230769230769,0.597423692581707
"CCR2",11.7444589133622,11.3490801408404,"Up_in_Sepsis",133,0.362669592522035,0.203619909502262,0.739288015525686
"IFNB1",3.83190452584383,3.68158626686804,"Up_in_Sepsis",129,0.383221253230398,0.167420814479638,0.750514270552764
"CCL25",3.75125343083417,3.65566568506001,"Up_in_Sepsis",128,0.396498105197687,0.158371040723982,0.750514270552764
"BCL2",11.7408550683108,11.7794293841906,"Down_in_Sepsis",130,0.432279933550351,0.176470588235294,0.790028844074779
"CX3CR1",12.3694079818811,11.8820155499982,"Up_in_Sepsis",127,0.508813847044732,0.149321266968326,0.829455021862502
"HIF1A",11.1163635497686,10.8875821328966,"Up_in_Sepsis",125,0.563403411076417,0.131221719457014,0.829455021862502
"ICAM1",9.82544627236131,9.32175349152175,"Up_in_Sepsis",128,0.482564398669504,0.158371040723982,0.829455021862502
"IFNG",6.18635095800229,6.66102973293619,"Down_in_Sepsis",95,0.530104752314653,-0.14027149321267,0.829455021862502
"MYD88",10.4210140750902,10.0086690860813,"Up_in_Sepsis",126,0.535769241527941,0.14027149321267,0.829455021862502
"PDCD1",7.74206142969629,7.51489628743656,"Up_in_Sepsis",125,0.563403411076417,0.131221719457014,0.829455021862502
"IL1R2",7.08969568905509,5.80653636863381,"Up_in_Sepsis",126,0.535769241527941,0.14027149321267,0.829455021862502
"CCR7",11.1338966022354,11.4323074829362,"Down_in_Sepsis",119,0.741562334956164,0.0769230769230769,0.93104801742062
"ELANE",5.16076127133277,5.17800784748328,"Down_in_Sepsis",118.5,0.753579477049271,0.0723981900452489,0.93104801742062
"TREM1",8.78378900284725,9.22696165145579,"Down_in_Sepsis",100,0.680074515791394,-0.0950226244343891,0.93104801742062
"PTX3",6.0800666105681,6.0262624408929,"Up_in_Sepsis",103,0.772945523896364,-0.0678733031674208,0.93104801742062
"TLR2",10.1436041995584,9.91511295997072,"Up_in_Sepsis",118,0.772945523896364,0.0678733031674208,0.93104801742062
"C5AR1",9.58138531123529,9.0490361417332,"Up_in_Sepsis",118,0.772945523896364,0.0678733031674208,0.93104801742062
"TNFSF10",10.8552577744659,10.6725431026313,"Up_in_Sepsis",120,0.710590185274948,0.085972850678733,0.93104801742062
"CD14",11.3884464463887,10.946323017863,"Up_in_Sepsis",119,0.741562334956164,0.0769230769230769,0.93104801742062
"HMGB1",12.3653300205351,12.4146718705375,"Down_in_Sepsis",106,0.86908300235847,-0.0407239819004525,0.940028553571406
"IL6",4.71675105569982,4.54900011371207,"Up_in_Sepsis",106,0.865801769701167,-0.0407239819004525,0.940028553571406
"ARG1",6.61065930534678,6.37690990130522,"Up_in_Sepsis",117,0.804692874949326,0.0588235294117647,0.940028553571406
"PLAUR",8.96221690856959,8.61957228212232,"Up_in_Sepsis",115,0.86908300235847,0.0407239819004525,0.940028553571406
"TLR4",10.483072164997,10.3235480214854,"Up_in_Sepsis",116,0.836755406757774,0.0497737556561086,0.940028553571406
"IL1B",9.51842146884297,9.58796172330924,"Down_in_Sepsis",113,0.934326203648385,0.0226244343891403,0.990385775867288
"NLRP3",9.68096113595233,9.55798168220615,"Up_in_Sepsis",110,1,-0.00452488687782806,1
"CXCL8",9.8885923434662,9.84784385003969,"Up_in_Sepsis",110,1,-0.00452488687782805,1
"LCN2",6.32044761109601,6.11619794685894,"Up_in_Sepsis",112,0.967136097782354,0.0135746606334842,1
"IFNA1",3.49562655753079,3.49562655753079,"Down_in_Sepsis",110.5,NA,0,NA
"IFNA2",3.49562655753079,3.49562655753079,"Down_in_Sepsis",110.5,NA,0,NA
