"Sample","CCR2","CCR2.1","IL10","HIF1A","IFNB1","ITGAM","TREM1","IFNA1","HLA-DRA","C5AR1","PLAUR","LCN2","NLRP3","IFNA2","IL6","BCL2","CALCA","TLR4","ELANE","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","LBP","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","VCAM1","CCL19","CCR2.2","IL1R2.1","TLR2","CD177","IL1B","CCR2.3","CCR2.4","CRP","SOCS3","CCL25.1","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2.1","TNFSF10","PDCD1","CALCA.1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","HLA-DRA.1","FCGR1A","IL8","IFNG","BCL2.2","IL1R2.2","CCR2.5","VCAM1.1","VCAM1.2","CALCA.2","BCL2.3","PLAUR.1","CCR2.6","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","CCR2.7","CCR2.8","CD177.1","Label"
"GSM4075788",4.288595234,6.606073425,4.317058082,4.480094061,4.239975406,9.355558621,7.048974268,4.297191774,12.4802473,9.58868077,8.800117823,8.569814572,4.965759499,4.395750952,4.504272995,4.623202732,4.305196063,6.484008346,7.317193606,6.993811225,9.531916232,4.378521278,4.506694766,8.013280511,9.205040401,14.08338986,4.241205422,6.883933042,4.543844949,9.885612227,10.806154,6.759195921,10.59929209,13.98897309,4.435156885,4.943413672,6.683293849,5.051575974,4.419302543,4.375690211,8.229107863,9.148657818,6.677393234,6.757972597,10.0404196,4.475090982,4.261117665,4.308782796,6.490070103,4.33927526,7.74853268,5.734031703,4.496053003,5.715009657,9.090776054,5.708163395,10.84802048,4.806007326,4.491176042,5.507992108,7.563472407,11.57883773,9.527039066,6.125324248,12.5671588,10.6376632,6.46750426,4.554290823,6.565727201,4.28428208,4.45958354,4.280866574,4.328829487,4.278406589,4.535387357,9.157094137,4.29166055,5.894663934,5.515707312,12.88102939,4.505850581,8.324055716,4.506558845,4.310448605,7.107790151,"Sepsis"
"GSM4075790",4.25454179,6.301188786,4.436560938,4.272114876,4.359913271,9.745864039,8.561434638,4.299299326,11.11439123,10.20815792,7.93515122,10.33858799,5.033552499,4.375586983,4.423194147,4.352422068,4.347548776,7.089192179,8.141565051,7.366836031,7.155356469,4.231453252,5.018776202,7.178234634,8.863934992,13.93689484,4.276663385,7.533296927,4.636895836,9.972507245,11.59022038,5.650327354,12.32524875,13.88963981,4.57875661,6.689651592,6.656531244,4.323865,4.33320833,4.381439641,8.088314733,13.08017082,6.531568526,9.209857831,7.867395384,4.291917558,4.289762229,4.18291092,7.002129637,4.270132362,8.555939001,6.18343781,4.45878787,4.417345224,12.39100511,4.523717231,10.58416625,4.27170447,4.276433052,5.85913137,10.02428297,12.04542389,8.813511186,7.846228523,10.81849648,10.19445145,4.28323793,4.300514952,5.753688006,4.470051265,5.672748628,4.337968605,4.236777042,4.27450643,4.24637137,8.128585945,4.31857996,5.913095961,5.901649035,13.24508409,4.328146973,7.441137819,4.272554822,4.197379164,9.889260554,"Sepsis"
"GSM4075792",4.391960394,4.919129205,4.298312442,4.366405827,4.340329446,11.25146799,8.211827672,4.329107353,11.36264907,10.95489799,8.456513688,9.439185163,4.288304084,4.561207758,4.378436183,4.355003128,4.359300001,7.887576503,4.754086811,9.383125858,7.84807795,4.441793589,5.368714594,7.208550341,9.937139582,14.2921985,4.384489184,7.094718498,4.302712325,10.3449974,11.45234902,6.725919966,11.573858,13.86863847,4.453169803,4.703143812,6.423736553,4.25351558,4.314217712,4.777999208,8.69767578,12.67648733,7.57166646,9.33341833,10.20486681,4.334010881,4.238360262,4.236365146,4.399496715,4.302960145,7.465112167,4.298148385,4.500237153,4.476575755,13.23171154,5.4267332,11.40935702,4.376542453,4.489178122,6.001842026,9.169524365,11.9225261,9.128453498,6.299564159,11.56663037,10.06972397,4.74360769,4.393764352,6.402972671,4.459434495,4.361115082,4.203246091,4.309020843,4.325987006,4.552691361,7.395118093,4.245010812,5.986605618,4.317233114,13.16780441,4.453574043,4.941814251,4.319583949,4.316540443,9.819235916,"Sepsis"
"GSM4075794",4.205628535,4.987065228,4.345919384,4.278970416,4.352413997,7.996775251,8.208468852,4.259487164,9.326857495,4.558263325,8.439118048,7.777251962,4.382284877,4.273176902,4.694198945,4.34800502,5.222323234,4.292198965,6.421352037,8.037539025,9.371876977,4.34201865,4.365844418,6.6313458,9.500184735,13.61745053,4.280013777,4.280254227,5.804010598,4.201409941,4.288341835,4.826806066,8.740109511,7.622331761,4.344427309,4.258783687,4.382584261,4.223259212,7.675400929,4.313964034,4.294520693,8.867661455,6.401032502,4.287887871,4.337355639,4.32202879,4.209107773,4.281118591,6.221841444,4.162273341,4.470677463,4.295894917,4.732544383,4.411515199,4.528783958,4.8113755,4.402333851,4.583879897,4.635679088,4.757204716,6.736359911,12.58355656,8.348950774,7.57166646,11.21787918,8.701056465,5.078136105,7.628140801,7.577074631,4.447454643,4.312955603,4.24081359,4.493888385,4.423102667,4.86969253,4.261323547,4.285134226,4.297638117,4.260175547,12.64881403,6.593322611,5.028465885,5.451354334,4.250968453,4.476824488,"Sepsis"
"GSM4075796",4.317932478,5.883986224,4.311283963,4.354583362,4.28731531,9.93853075,6.70446631,4.263982187,11.14524772,9.848646751,7.809966544,8.479220725,4.493289927,4.319498529,4.627084771,4.329276765,4.407063158,7.536155698,5.377456107,5.710244102,9.278241616,4.218010335,4.43708234,6.606073425,9.057312681,14.11778195,4.283607136,5.80618118,4.400669814,9.596535074,11.04353979,7.424052156,11.78685007,13.98897309,4.23239517,5.025154114,7.294302706,5.121985336,4.329939335,4.357800762,7.949087992,11.46007881,6.656763886,8.446222346,9.466572965,4.302637903,4.32999612,4.283779488,7.177758485,4.198404193,8.863934992,5.148659705,5.03387915,6.786778993,10.86478039,6.2342608,10.83412626,6.223108375,4.236103851,6.050948477,7.101476654,11.28620709,10.82994581,4.724777123,11.77501295,10.55131048,6.324680379,7.619412612,6.932115611,4.323748139,4.797955519,4.34353635,4.317953742,4.254404167,4.83713704,8.943032968,4.229979817,6.190272769,5.252667311,13.08017082,4.786138396,8.01976285,4.284438894,4.295832094,9.325631234,"Sepsis"
"GSM4075798",4.374401987,5.766066443,4.36209967,4.605248595,4.266641588,8.364167551,5.174501654,4.435893063,11.99947677,7.870146711,6.759195921,8.209266635,4.739678709,4.2792673,4.458033648,4.347721463,4.378396518,5.962424844,5.495091855,6.028181937,9.867315399,4.285517526,4.621933218,6.198986494,8.740109511,13.98897309,4.324432729,5.348804887,4.420734235,8.987089259,9.960830001,7.234227195,9.59903906,14.03228046,4.343660433,4.733371757,7.07728643,4.858208345,4.340161808,4.349101166,8.019321166,8.687173329,5.755566706,5.420419885,7.626138669,4.355437348,4.274597434,4.235152293,5.290343021,4.29504629,6.821433009,4.954686493,5.250595341,6.761091468,9.432386645,6.556491952,10.27328105,5.761163315,4.350078175,5.433146616,5.667811406,11.43504782,10.75053891,5.442661139,12.33164167,9.840630606,5.47699473,7.622331761,7.400514895,4.30099881,4.563714555,4.392477612,4.287084534,4.390957888,4.501275272,7.193030819,4.280329384,6.085814338,4.850876259,12.11343274,5.230876934,5.950331852,4.276525852,4.285908532,6.194548032,"Sepsis"
"GSM4075801",4.423454707,5.887413794,4.245834392,5.233907971,4.287824361,11.41266958,8.515949507,4.413208292,12.77453745,11.87543966,9.648690544,9.121357344,5.849922983,4.354550118,4.373050801,4.393983185,4.279065687,8.782505232,6.561092753,7.882467182,8.265727778,4.297350313,4.728277243,6.854998797,9.968498873,13.9044327,4.555345852,8.179745406,4.405746324,11.08091364,11.6266244,5.498910264,12.71740721,13.95373346,4.581897799,7.867957845,6.13745333,6.972306839,4.437751653,4.545552913,8.273435141,13.72624733,9.084563125,8.537897261,9.176549397,4.333341126,4.385135856,4.847049191,7.450267998,4.362953284,9.972404698,7.454414073,4.799565712,5.963424466,13.57236003,5.761640185,12.32166159,4.996567902,4.474797163,6.749659553,10.98929362,12.015065,8.351881633,6.434987703,13.22840555,10.71420854,8.392076308,4.998167121,6.820684071,4.280258523,4.521479797,4.240463548,4.509521407,4.352775563,4.628610566,10.36972684,4.392248737,8.363757998,7.301100333,13.34787931,4.657973299,9.437739948,4.26483333,4.3415627,9.184367901,"Sepsis"
"GSM4075805",4.38613613,7.726177993,4.58752673,4.736949961,4.24509523,10.46326307,8.126476578,4.380144733,13.29709053,11.17769388,8.894459023,9.93883542,5.227325421,4.555928664,4.304065581,4.433669036,4.271826084,7.806663063,6.484106599,7.799776562,9.494874399,4.276850578,4.995399041,7.484704595,9.890504494,13.9794618,4.254388892,6.216435444,4.495011749,10.610867,11.97334981,7.801021455,10.36972684,13.93636181,4.346282737,5.585398606,8.217438811,4.844795052,4.463477443,4.403579924,9.878985269,11.18325486,6.990539493,5.268806557,9.675752929,4.273794514,4.384111287,4.384480116,6.020977779,4.292386836,7.375972866,5.402024633,4.505590431,5.240339902,11.95117047,7.234477985,11.38313034,5.054940782,4.38475146,5.905581569,7.654848634,12.14525293,10.87368972,5.335780257,13.42637227,9.612462673,5.181277405,4.667266387,8.32545415,4.358511853,5.378466202,4.30516103,4.448709277,4.405360775,4.447789282,9.692395166,4.272911708,6.176247441,5.350398547,13.37021736,4.73043915,8.578470066,4.468515357,4.387127713,5.1214997,"Sepsis"
"GSM4075807",4.400267971,4.890832783,4.355159696,5.409051183,4.252830065,11.5397722,9.299695622,4.301869162,10.55596583,11.93950495,9.508222102,13.19606129,4.840011397,4.570422409,4.377935731,4.646149855,4.375208474,8.817295378,9.733030873,7.13446983,7.384553695,4.263570204,4.572408284,7.426967679,9.67758051,13.79477991,4.306712739,8.742918867,4.345475412,11.64983422,12.3730645,7.076680856,13.62907124,14.12215107,4.617508548,7.696788814,6.993262725,6.107797979,4.672647536,4.506446618,7.041217132,13.89145565,8.323968893,10.9603979,9.674278,4.266097708,4.252122587,4.304587622,7.196149933,4.33950901,9.143309854,7.609612051,4.713381341,5.764921046,13.54861344,5.116044738,12.25504507,4.279684196,4.50182247,7.317943301,12.22741605,12.12364272,9.845768768,8.050900451,10.40183746,10.71541638,5.194712171,4.343045991,6.326738024,4.475342616,4.449283148,4.292750203,4.586502855,4.353940719,4.377510348,10.05048757,4.30951931,7.429269344,7.841154028,13.57236003,4.383202279,9.335193225,4.428831949,4.238617043,10.54832626,"Sepsis"
"GSM4075809",4.19752955,5.983546909,4.285351444,4.29128907,4.315310957,9.324774668,6.556100231,4.52816918,11.40573621,9.659467108,6.804371454,12.91239311,4.250069446,5.871707664,4.269206469,4.538572091,5.126350593,5.592063452,11.08674098,5.83553337,9.003916894,4.238004215,4.605881595,4.333630742,7.226515319,13.40755603,4.175701414,6.053798293,4.238501521,8.772118579,10.4968169,6.043187573,8.913619659,13.92882544,6.605047122,4.201872138,6.328033595,4.228857946,5.840246581,4.830275264,7.62885215,8.495563269,4.388581017,5.795676885,6.048089932,4.486585069,4.227776246,4.340846042,5.94213159,4.221051117,6.39259587,4.438414071,4.181004452,4.210750213,11.51268005,6.215797894,8.952097089,5.039061258,4.711174452,4.258460653,7.187477058,9.423783956,8.343639526,9.152416856,11.97821536,7.465312686,4.41285287,4.180737006,6.730974741,4.809334192,4.379587371,4.323850874,4.20981153,4.284783784,4.423382367,7.792427664,4.250618166,4.230449932,4.339581644,11.9330678,4.34114997,7.092738523,4.316546942,4.401574803,5.432688944,"Sepsis"
"GSM4075811",4.264502315,4.705299842,4.369167228,4.537519975,4.19581341,9.830437911,7.503882984,4.51628858,10.38733406,10.34448057,7.267981688,11.01903006,4.675961518,4.291687028,4.789049812,4.330866953,4.294232562,6.439245918,9.369294204,6.941745341,6.023399312,4.27926766,4.309670998,5.953793902,8.356895064,13.04898445,4.189636977,6.192615834,4.445305921,9.527224305,10.74624409,5.287135163,12.05966496,13.72664295,4.443703648,5.003920707,5.495038289,4.669888319,4.40457385,4.23584481,6.033653311,11.8694125,5.668336973,7.104122499,6.233050052,4.278972059,4.299772773,4.262341627,5.816617094,4.202086987,6.164302701,5.152902105,4.675161844,4.333937355,12.8078148,5.00110652,10.1480575,4.415648418,4.330962915,5.518653887,10.11928452,10.20546542,8.141273383,7.259607493,11.17112126,7.866187875,4.367268124,4.658047764,5.8073108,4.361809948,4.465164581,4.271034913,4.235588404,4.211587703,4.271266697,7.752643806,4.281173278,5.807097217,5.421939692,12.24207156,4.392497211,7.022122536,4.44633329,4.206058002,6.830813035,"Sepsis"
"GSM4075813",4.637174356,5.686708918,4.428032696,4.243517579,4.282032897,7.572684517,5.313215136,4.366095779,11.71533504,8.51466607,5.314020674,5.592780082,4.788867278,4.472548444,4.52675207,4.256293543,4.453060868,4.742872628,4.395117594,5.994480176,8.728546458,4.257714856,4.75522857,5.345392549,6.820779863,12.38184085,4.190045353,4.339795733,4.818252575,7.719764092,9.188230997,7.50209494,5.693131626,13.07033222,4.231638498,4.146530795,6.004039824,4.258359136,4.405601981,4.248471093,7.200147525,6.569957882,4.277426938,4.358970908,6.676268497,4.208122061,4.348641163,4.198378871,5.137863147,4.302072637,5.321633521,4.249212474,4.412681464,4.443248022,5.017124612,6.29178806,8.941277158,4.208444772,4.327732039,4.299938506,4.376016935,9.173149452,10.50877885,4.208986832,12.31567882,5.527283757,5.237399693,5.116325594,7.568961635,4.350868043,4.82504812,4.184538239,4.321324033,4.324098044,4.666898152,6.227992004,4.231876233,4.433902309,4.349354325,10.91227294,4.836228715,5.478312821,4.296847872,4.581392721,4.3187926,"Healthy"
"GSM4075814",4.176763006,6.566983619,4.206456606,4.284252455,4.16366621,7.449481747,6.359936232,4.188459723,11.66690418,8.412651087,5.557387708,5.87034907,4.561229596,4.28219957,4.322934422,4.139154785,4.204758027,5.444429473,4.703904746,5.33407733,9.648024923,4.254987781,4.5344552,5.478668101,7.191471288,12.24854348,4.197758318,4.777999855,4.224988385,8.688560618,9.469012839,7.061075959,7.277024414,13.36619294,4.230718437,4.619218521,6.463194966,4.436316619,4.202907265,4.424677334,7.326953417,7.606057878,4.91424767,4.312256586,7.615902703,4.286276611,4.109800132,4.259584454,4.619371145,4.179286575,5.290509528,4.359692804,4.234635927,4.876043443,7.094185078,6.140349434,9.779315702,4.269748177,4.101182508,4.476585523,4.92431479,10.40985263,9.724361882,4.511286718,11.69250989,6.337631074,5.106798582,5.052182287,7.293484002,4.165374751,4.828083424,4.32826132,4.214526339,4.101781599,4.61070232,6.910369169,4.190880677,5.053174764,4.670334103,10.4874033,4.794495646,5.641451238,4.163576082,4.188956389,4.298021904,"Healthy"
"GSM4075815",4.22479396,5.85675267,4.151286937,4.171776122,4.455433377,7.301246649,6.399502633,4.195326061,11.23474046,9.168859522,6.443385562,8.246064819,5.084941663,4.203470262,4.182389611,4.21400938,4.15505762,5.086548083,4.943017127,5.763690676,9.239263559,4.170154538,4.448944504,6.270906923,6.805478053,10.31486202,4.148687497,4.707915391,4.240367649,8.500729594,9.455488422,6.913711809,6.85301299,12.84463084,4.233698821,4.220225507,6.540178598,4.268248688,4.162240494,4.228074064,6.548062697,7.314837292,4.774484484,4.189553871,7.046941798,4.473722031,4.179882398,4.166061768,4.698782786,4.148857423,4.360854394,4.184655142,4.303696814,4.322260686,8.265872591,5.762764489,8.630942572,4.244701334,4.287585451,4.686201886,5.488515421,10.4516446,9.42384029,4.192513586,11.44949172,5.303998952,4.12759465,4.174809872,6.446580884,4.145493057,4.252881688,4.199941845,4.228847843,4.128561323,4.342365465,6.527788723,4.105491162,5.089191506,4.323374654,11.01813591,4.217649662,5.888130487,4.437723462,4.225229014,4.229876304,"Healthy"
