"Sample","ITGAM","C3AR1","CD177","CD177.1","Label"
"GSM3816585",11.7079154798776,11.0905131494054,13.9094989763668,8.60258325085087,"septic shock"
"GSM3816586",12.3289430468704,10.9088701207245,15.2108338916027,9.77683662733116,"septic shock"
"GSM3816587",11.9413247005082,11.5047285906942,16.0373712138229,11.212431215467,"septic shock"
"GSM3816589",11.7515391389699,11.3670078055472,15.3211700887166,9.37307628732163,"septic shock"
"GSM3816590",12.2262935713312,12.0304690610391,14.6595457270853,9.26575389071458,"septic shock"
"GSM3816592",12.8397035407034,11.9603420110311,14.7007013983581,9.56349599385441,"septic shock"
"GSM3816593",11.4154049329622,10.0691368641795,13.7586149324934,7.82453066199327,"septic shock"
"GSM3816594",12.3804712741725,12.3027300181587,16.250355284171,11.0160770297603,"septic shock"
"GSM3816596",12.4577727837761,12.2935475101594,16.5951392624671,10.9302832464987,"septic shock"
"GSM3816597",11.6831953327074,12.3035794831328,14.7032377339202,9.02049022562872,"septic shock"
"GSM3816598",12.4262338838956,10.5866973105168,15.4607095733113,10.8822630163444,"septic shock"
"GSM3816599",11.9478204705001,11.6610982834282,16.1123798956271,10.4771756472412,"septic shock"
"GSM3816600",13.390186288837,11.881444326705,11.7104543248133,7.49000481298984,"septic shock"
"GSM3816601",12.8956915694785,10.1107621628432,13.9329168189479,8.32726746688047,"septic shock"
"GSM3816602",12.2415797393674,11.664162154514,15.5471239050681,9.8088333931114,"septic shock"
"GSM3816603",12.4622990976522,12.2963265611048,15.7873984268348,9.70154542727123,"septic shock"
"GSM3816605",12.6009531758948,12.0788672800222,15.9813257920247,11.0956123344119,"septic shock"
"GSM3816606",13.1641417241629,11.9530302855059,15.7594676678585,10.5790068828953,"septic shock"
"GSM3816610",12.0212974901125,11.7361586383216,12.9431780393661,8.28437835696873,"septic shock"
"GSM3816611",11.4288397386269,10.8198798733148,11.0518425646338,7.16167220655841,"septic shock"
"GSM3816613",12.1717114107781,11.5815165188045,12.6531652947781,8.04381550579667,"septic shock"
"GSM3816614",12.3234916380439,10.6791038269767,13.588938552271,7.76779158175666,"septic shock"
"GSM3816618",13.1110009424569,10.8676095727712,15.2265475542814,9.47459019273184,"septic shock"
"GSM3816619",12.9975794481676,12.3617568619547,13.4255650345525,7.25341065298928,"septic shock"
"GSM3816620",11.4426976677219,10.7843805987733,13.3852356023219,8.0351330863878,"septic shock"
"GSM3816621",13.0798269857988,13.1163832367186,13.7811459906176,8.41055582864738,"septic shock"
"GSM3816622",12.3957379712179,10.3690461506394,15.7594676678585,10.2629963862077,"septic shock"
"GSM3816624",12.5266684102933,10.2725491813554,15.1876364545755,9.69337888111863,"septic shock"
"GSM3816625",12.9910413840392,11.8264756882593,16.0737403634359,10.7953564812421,"septic shock"
"GSM3816629",12.9941836153434,11.6763741027923,16.5778063681461,11.7933475302535,"septic shock"
"GSM3816630",12.0895037225425,11.7191374935093,14.4034869098929,8.31028996690727,"septic shock"
"GSM3816631",12.2173116660161,11.1336156910648,13.6150807039448,8.29212964422331,"septic shock"
"GSM3816632",11.931629221506,9.90786270725734,13.9684911606191,8.21660508956237,"septic shock"
"GSM3816633",12.6014858669418,11.5108341650394,15.1277003523003,8.99067189777597,"septic shock"
"GSM3816634",11.5017243269154,11.3836570333434,15.3418046351066,10.2952967213428,"septic shock"
"GSM3816635",12.5287217525613,11.0832371177474,16.1661925008733,11.1186801192637,"septic shock"
"GSM3816636",11.5740875277845,11.3836570333434,13.3852356023219,8.42459205077266,"septic shock"
"GSM3816637",12.9915029002676,12.965339153851,13.6273765928654,9.02544278660561,"septic shock"
"GSM3816638",12.4461149697624,11.4249807208956,14.6036885959997,9.35309793099051,"septic shock"
"GSM3816639",12.5034482737442,11.4805634390146,13.4683344422625,8.55175785673999,"septic shock"
"GSM3816640",10.5084367518562,11.6458948741401,10.7883903945555,7.18550857950403,"septic shock"
"GSM3816642",12.0554692192398,11.7181346847748,15.9014335732453,9.47492167743515,"septic shock"
"GSM3816649",12.3698620393837,11.6265254386664,15.7713270214653,8.61311055422195,"septic shock"
"GSM3816650",11.9388213036603,13.4411396560184,13.8707287203808,9.13045726706137,"septic shock"
"GSM3816651",12.7074584083534,11.4468400551351,16.2738285870637,10.7704514937033,"septic shock"
"GSM3816653",11.6455944111628,11.8223980793227,15.0587158629428,9.64118925349175,"septic shock"
"GSM3816654",11.8907185006472,12.1191542624815,14.0513651125976,8.39390301433018,"septic shock"
"GSM3816655",12.7837857546966,10.7248534270353,14.8322580572785,9.54477632377261,"septic shock"
"GSM3816656",11.5123946121587,10.6179471369548,9.10901873139772,7.06533191230363,"septic shock"
"GSM3816657",11.544439492566,10.7374449350768,13.6039309539077,8.58932133124666,"septic shock"
"GSM3816658",10.6801181251629,9.95952937718878,7.51269438498416,6.90502299343646,"control patient"
"GSM3816659",10.4361740889376,9.36776169572062,7.48113938811775,6.79846202307839,"control patient"
"GSM3816660",10.7771977809006,8.38806999020233,7.49657585938377,6.79135718494673,"control patient"
"GSM3816661",10.58959942815,8.45588410882548,8.17457773865655,6.86147362307324,"control patient"
"GSM3816662",10.5121142351695,10.133227351099,7.48085870134256,6.82898899435749,"control patient"
"GSM3816663",9.7588029955449,9.09325929437605,7.05823256216168,6.85742262133958,"control patient"
"GSM3816664",10.7132981221813,9.50701083950147,7.58494577654343,6.86533440075322,"control patient"
"GSM3816665",11.0806658293414,9.99751126240458,7.75584767395847,6.89874577285429,"control patient"
"GSM3816666",11.4343488906215,8.69468959136751,7.01791562292562,6.80576504544369,"control patient"
"GSM3816667",11.1369506850395,9.88936520960857,8.09562053671221,6.82397997126739,"control patient"
"GSM3816668",10.9443891362286,9.2100443151194,7.11385466531629,6.86654058559648,"control patient"
"GSM3816669",10.7426576572327,9.71802497031423,7.16677873768806,6.83321601115441,"control patient"
"GSM3816670",10.5972599924014,8.58397887627861,7.40845314551452,6.78332318611918,"control patient"
"GSM3816671",11.2744938200299,9.76660181656101,7.58037629724806,6.93343713183417,"control patient"
"GSM3816672",10.7126648069466,9.46047954029586,7.32970924791363,6.84211355123381,"control patient"
